"global_step","Hopper-v4__PPO1_Hopper__4__1745438365 - _step","Hopper-v4__PPO1_Hopper__4__1745438365 - _step__MIN","Hopper-v4__PPO1_Hopper__4__1745438365 - _step__MAX","Hopper-v4__PPO1_Hopper__4__1745438365 - charts/episodic_return","Hopper-v4__PPO1_Hopper__4__1745438365 - charts/episodic_return__MIN","Hopper-v4__PPO1_Hopper__4__1745438365 - charts/episodic_return__MAX","Hopper-v4__PPO1_Hopper__3__1745437682 - _step","Hopper-v4__PPO1_Hopper__3__1745437682 - _step__MIN","Hopper-v4__PPO1_Hopper__3__1745437682 - _step__MAX","Hopper-v4__PPO1_Hopper__3__1745437682 - charts/episodic_return","Hopper-v4__PPO1_Hopper__3__1745437682 - charts/episodic_return__MIN","Hopper-v4__PPO1_Hopper__3__1745437682 - charts/episodic_return__MAX","Hopper-v4__PPO1_Hopper__2__1745436989 - _step","Hopper-v4__PPO1_Hopper__2__1745436989 - _step__MIN","Hopper-v4__PPO1_Hopper__2__1745436989 - _step__MAX","Hopper-v4__PPO1_Hopper__2__1745436989 - charts/episodic_return","Hopper-v4__PPO1_Hopper__2__1745436989 - charts/episodic_return__MIN","Hopper-v4__PPO1_Hopper__2__1745436989 - charts/episodic_return__MAX","Hopper-v4__PPO1_Hopper__1__1745436308 - _step","Hopper-v4__PPO1_Hopper__1__1745436308 - _step__MIN","Hopper-v4__PPO1_Hopper__1__1745436308 - _step__MAX","Hopper-v4__PPO1_Hopper__1__1745436308 - charts/episodic_return","Hopper-v4__PPO1_Hopper__1__1745436308 - charts/episodic_return__MIN","Hopper-v4__PPO1_Hopper__1__1745436308 - charts/episodic_return__MAX","Hopper-v4__PPO1_Hopper__0__1745435609 - _step","Hopper-v4__PPO1_Hopper__0__1745435609 - _step__MIN","Hopper-v4__PPO1_Hopper__0__1745435609 - _step__MAX","Hopper-v4__PPO1_Hopper__0__1745435609 - charts/episodic_return","Hopper-v4__PPO1_Hopper__0__1745435609 - charts/episodic_return__MIN","Hopper-v4__PPO1_Hopper__0__1745435609 - charts/episodic_return__MAX"
"56526","","","","","","","","","","","","","","","","","","","","","","","","","817","817","817","399.6392517089844","399.6392517089844","399.6392517089844"
"56566","","","","","","","","","","","","","","","","","","","786","786","786","399.4189453125","399.4189453125","399.4189453125","","","","","",""
"56576","","","","","","","","","","","","","733","733","733","423.0291442871094","423.0291442871094","423.0291442871094","","","","","","","","","","","",""
"56584","","","","","","","799","799","799","299.3663024902344","299.3663024902344","299.3663024902344","","","","","","","","","","","","","","","","","",""
"56643","743","743","743","375.2591857910156","375.2591857910156","375.2591857910156","","","","","","","","","","","","","","","","","","","","","","","",""
"56671","","","","","","","","","","","","","","","","","","","","","","","","","818","818","818","417.5851135253906","417.5851135253906","417.5851135253906"
"56714","","","","","","","","","","","","","734","734","734","394.9509582519531","394.9509582519531","394.9509582519531","","","","","","","","","","","",""
"56715","","","","","","","800","800","800","323.0617370605469","323.0617370605469","323.0617370605469","","","","","","","","","","","","","","","","","",""
"56720","","","","","","","","","","","","","","","","","","","787","787","787","416.28851318359375","416.28851318359375","416.28851318359375","","","","","",""
"56786","744","744","744","369.26177978515625","369.26177978515625","369.26177978515625","","","","","","","","","","","","","","","","","","","","","","","",""
"56813","","","","","","","","","","","","","","","","","","","","","","","","","819","819","819","405.8216857910156","405.8216857910156","405.8216857910156"
"56846","","","","","","","801","801","801","320.8274841308594","320.8274841308594","320.8274841308594","","","","","","","","","","","","","","","","","",""
"56858","","","","","","","","","","","","","735","735","735","408.9112854003906","408.9112854003906","408.9112854003906","","","","","","","","","","","",""
"56862","","","","","","","","","","","","","","","","","","","788","788","788","388.8476867675781","388.8476867675781","388.8476867675781","","","","","",""
"56933","745","745","745","380.0837097167969","380.0837097167969","380.0837097167969","","","","","","","","","","","","","","","","","","","","","","","",""
"56957","","","","","","","","","","","","","","","","","","","","","","","","","820","820","820","414.692138671875","414.692138671875","414.692138671875"
"56980","","","","","","","802","802","802","306.4267883300781","306.4267883300781","306.4267883300781","","","","","","","","","","","","","","","","","",""
"57000","","","","","","","","","","","","","736","736","736","387.332275390625","387.332275390625","387.332275390625","","","","","","","","","","","",""
"57015","","","","","","","","","","","","","","","","","","","789","789","789","354.2557678222656","354.2557678222656","354.2557678222656","","","","","",""
"57074","746","746","746","358.55462646484375","358.55462646484375","358.55462646484375","","","","","","","","","","","","","","","","","","","","","","","",""
"57101","","","","","","","","","","","","","","","","","","","","","","","","","821","821","821","412.7581481933594","412.7581481933594","412.7581481933594"
"57116","","","","","","","803","803","803","325.0426330566406","325.0426330566406","325.0426330566406","","","","","","","","","","","","","","","","","",""
"57141","","","","","","","","","","","","","737","737","737","386.3483581542969","386.3483581542969","386.3483581542969","","","","","","","","","","","",""
"57168","","","","","","","","","","","","","","","","","","","790","790","790","411.5653076171875","411.5653076171875","411.5653076171875","","","","","",""
"57218","747","747","747","375.6926574707031","375.6926574707031","375.6926574707031","","","","","","","","","","","","","","","","","","","","","","","",""
"57240","","","","","","","","","","","","","","","","","","","","","","","","","822","822","822","402.7692565917969","402.7692565917969","402.7692565917969"
"57250","","","","","","","804","804","804","328.91387939453125","328.91387939453125","328.91387939453125","","","","","","","","","","","","","","","","","",""
"57285","","","","","","","","","","","","","738","738","738","392.8332214355469","392.8332214355469","392.8332214355469","","","","","","","","","","","",""
"57315","","","","","","","","","","","","","","","","","","","791","791","791","392.34210205078125","392.34210205078125","392.34210205078125","","","","","",""
"57359","749","749","749","368.5898132324219","368.5898132324219","368.5898132324219","","","","","","","","","","","","","","","","","","","","","","","",""
"57382","","","","","","","806","806","806","315.9867248535156","315.9867248535156","315.9867248535156","","","","","","","","","","","","","","","","","",""
"57383","","","","","","","","","","","","","","","","","","","","","","","","","824","824","824","417.8466796875","417.8466796875","417.8466796875"
"57434","","","","","","","","","","","","","740","740","740","434.7143249511719","434.7143249511719","434.7143249511719","","","","","","","","","","","",""
"57468","","","","","","","","","","","","","","","","","","","793","793","793","402.5606689453125","402.5606689453125","402.5606689453125","","","","","",""
"57499","750","750","750","361.4920654296875","361.4920654296875","361.4920654296875","","","","","","","","","","","","","","","","","","","","","","","",""
"57518","","","","","","","807","807","807","328.9551696777344","328.9551696777344","328.9551696777344","","","","","","","","","","","","","","","","","",""
"57533","","","","","","","","","","","","","","","","","","","","","","","","","825","825","825","422.8998107910156","422.8998107910156","422.8998107910156"
"57587","","","","","","","","","","","","","741","741","741","424.6118469238281","424.6118469238281","424.6118469238281","","","","","","","","","","","",""
"57621","","","","","","","","","","","","","","","","","","","794","794","794","363.3943176269531","363.3943176269531","363.3943176269531","","","","","",""
"57641","751","751","751","362.7823791503906","362.7823791503906","362.7823791503906","","","","","","","","","","","","","","","","","","","","","","","",""
"57654","","","","","","","808","808","808","322.5119934082031","322.5119934082031","322.5119934082031","","","","","","","","","","","","","","","","","",""
"57678","","","","","","","","","","","","","","","","","","","","","","","","","826","826","826","420.6429443359375","420.6429443359375","420.6429443359375"
"57744","","","","","","","","","","","","","742","742","742","453.539306640625","453.539306640625","453.539306640625","","","","","","","","","","","",""
"57770","","","","","","","","","","","","","","","","","","","795","795","795","413.3354187011719","413.3354187011719","413.3354187011719","","","","","",""
"57792","752","752","752","402.55712890625","402.55712890625","402.55712890625","","","","","","","","","","","","","","","","","","","","","","","",""
"57796","","","","","","","809","809","809","330.1803894042969","330.1803894042969","330.1803894042969","","","","","","","","","","","","","","","","","",""
"57818","","","","","","","","","","","","","","","","","","","","","","","","","827","827","827","397.72039794921875","397.72039794921875","397.72039794921875"
"57886","","","","","","","","","","","","","743","743","743","411.4655456542969","411.4655456542969","411.4655456542969","","","","","","","","","","","",""
"57918","","","","","","","","","","","","","","","","","","","796","796","796","407.94598388671875","407.94598388671875","407.94598388671875","","","","","",""
"57930","753","753","753","351.39691162109375","351.39691162109375","351.39691162109375","","","","","","","","","","","","","","","","","","","","","","","",""
"57933","","","","","","","810","810","810","321.7666931152344","321.7666931152344","321.7666931152344","","","","","","","","","","","","","","","","","",""
"57960","","","","","","","","","","","","","","","","","","","","","","","","","828","828","828","409.6935119628906","409.6935119628906","409.6935119628906"
"58040","","","","","","","","","","","","","744","744","744","427.9984436035156","427.9984436035156","427.9984436035156","","","","","","","","","","","",""
"58062","","","","","","","","","","","","","","","","","","","797","797","797","407.0000915527344","407.0000915527344","407.0000915527344","","","","","",""
"58068","","","","","","","811","811","811","325.93096923828125","325.93096923828125","325.93096923828125","","","","","","","","","","","","","","","","","",""
"58071","754","754","754","373.294189453125","373.294189453125","373.294189453125","","","","","","","","","","","","","","","","","","","","","","","",""
"58104","","","","","","","","","","","","","","","","","","","","","","","","","829","829","829","396.7243347167969","396.7243347167969","396.7243347167969"
"58201","","","","","","","812","812","812","326.1135559082031","326.1135559082031","326.1135559082031","","","","","","","","","","","","","","","","","",""
"58206","","","","","","","","","","","","","745","745","745","452.18572998046875","452.18572998046875","452.18572998046875","","","","","","","","","","","",""
"58212","755","755","755","364.9002380371094","364.9002380371094","364.9002380371094","","","","","","","","","","","","","","","","","","","","","","","",""
"58214","","","","","","","","","","","","","","","","","","","798","798","798","429.69769287109375","429.69769287109375","429.69769287109375","","","","","",""
"58242","","","","","","","","","","","","","","","","","","","","","","","","","830","830","830","400.6283874511719","400.6283874511719","400.6283874511719"
"58337","","","","","","","813","813","813","318.4228210449219","318.4228210449219","318.4228210449219","","","","","","","","","","","","","","","","","",""
"58356","756","756","756","358.961181640625","358.961181640625","358.961181640625","","","","","","","","","","","","","","","","","","","","","","","",""
"58357","","","","","","","","","","","","","","","","","","","799","799","799","380.9838562011719","380.9838562011719","380.9838562011719","","","","","",""
"58358","","","","","","","","","","","","","746","746","746","429.6363830566406","429.6363830566406","429.6363830566406","","","","","","","","","","","",""
"58387","","","","","","","","","","","","","","","","","","","","","","","","","831","831","831","415.2539978027344","415.2539978027344","415.2539978027344"
"58469","","","","","","","814","814","814","304.83319091796875","304.83319091796875","304.83319091796875","","","","","","","","","","","","","","","","","",""
"58493","757","757","757","360.49853515625","360.49853515625","360.49853515625","","","","","","","","","","","","","","","","","","","","","","","",""
"58502","","","","","","","","","","","","","747","747","747","407.75408935546875","407.75408935546875","407.75408935546875","","","","","","","","","","","",""
"58507","","","","","","","","","","","","","","","","","","","800","800","800","415.3857421875","415.3857421875","415.3857421875","","","","","",""
"58527","","","","","","","","","","","","","","","","","","","","","","","","","832","832","832","397.5773010253906","397.5773010253906","397.5773010253906"
"58605","","","","","","","815","815","815","319.1593017578125","319.1593017578125","319.1593017578125","","","","","","","","","","","","","","","","","",""
"58631","758","758","758","345.9844055175781","345.9844055175781","345.9844055175781","","","","","","","","","","","","","","","","","","","","","","","",""
"58638","","","","","","","","","","","","","748","748","748","393.53900146484375","393.53900146484375","393.53900146484375","","","","","","","","","","","",""
"58655","","","","","","","","","","","","","","","","","","","801","801","801","411.30609130859375","411.30609130859375","411.30609130859375","","","","","",""
"58671","","","","","","","","","","","","","","","","","","","","","","","","","833","833","833","419.3076477050781","419.3076477050781","419.3076477050781"
"58746","","","","","","","816","816","816","346.8458251953125","346.8458251953125","346.8458251953125","","","","","","","","","","","","","","","","","",""
"58770","759","759","759","348.0894470214844","348.0894470214844","348.0894470214844","","","","","","","","","","","","","","","","","","","","","","","",""
"58790","","","","","","","","","","","","","749","749","749","443.1243896484375","443.1243896484375","443.1243896484375","","","","","","","","","","","",""
"58807","","","","","","","","","","","","","","","","","","","802","802","802","410.0807800292969","410.0807800292969","410.0807800292969","","","","","",""
"58815","","","","","","","","","","","","","","","","","","","","","","","","","834","834","834","418.4842529296875","418.4842529296875","418.4842529296875"
"58879","","","","","","","817","817","817","320.22613525390625","320.22613525390625","320.22613525390625","","","","","","","","","","","","","","","","","",""
"58915","760","760","760","366.8865661621094","366.8865661621094","366.8865661621094","","","","","","","","","","","","","","","","","","","","","","","",""
"58944","","","","","","","","","","","","","750","750","750","424.80596923828125","424.80596923828125","424.80596923828125","","","","","","","","","","","",""
"58961","","","","","","","","","","","","","","","","","","","803","803","803","424.48040771484375","424.48040771484375","424.48040771484375","","","","","",""
"58994","","","","","","","","","","","","","","","","","","","","","","","","","835","835","835","549.6231079101562","549.6231079101562","549.6231079101562"
"59015","","","","","","","818","818","818","327.3239440917969","327.3239440917969","327.3239440917969","","","","","","","","","","","","","","","","","",""
"59051","761","761","761","349.639892578125","349.639892578125","349.639892578125","","","","","","","","","","","","","","","","","","","","","","","",""
"59110","","","","","","","","","","","","","","","","","","","804","804","804","409.0123291015625","409.0123291015625","409.0123291015625","","","","","",""
"59111","","","","","","","","","","","","","751","751","751","473.9417419433594","473.9417419433594","473.9417419433594","","","","","","","","","","","",""
"59143","","","","","","","","","","","","","","","","","","","","","","","","","836","836","836","416.78778076171875","416.78778076171875","416.78778076171875"
"59150","","","","","","","819","819","819","318.8069763183594","318.8069763183594","318.8069763183594","","","","","","","","","","","","","","","","","",""
"59191","762","762","762","374.1758728027344","374.1758728027344","374.1758728027344","","","","","","","","","","","","","","","","","","","","","","","",""
"59254","","","","","","","","","","","","","","","","","","","805","805","805","383.6070556640625","383.6070556640625","383.6070556640625","","","","","",""
"59259","","","","","","","","","","","","","752","752","752","415.7342529296875","415.7342529296875","415.7342529296875","","","","","","","","","","","",""
"59284","","","","","","","820","820","820","320.367919921875","320.367919921875","320.367919921875","","","","","","","","","","","","","837","837","837","416.5879211425781","416.5879211425781","416.5879211425781"
"59329","763","763","763","353.4587097167969","353.4587097167969","353.4587097167969","","","","","","","","","","","","","","","","","","","","","","","",""
"59402","","","","","","","","","","","","","","","","","","","807","807","807","409.7124328613281","409.7124328613281","409.7124328613281","","","","","",""
"59414","","","","","","","","","","","","","754","754","754","422.2180480957031","422.2180480957031","422.2180480957031","","","","","","","","","","","",""
"59420","","","","","","","822","822","822","333.807373046875","333.807373046875","333.807373046875","","","","","","","","","","","","","","","","","",""
"59428","","","","","","","","","","","","","","","","","","","","","","","","","839","839","839","427.1345520019531","427.1345520019531","427.1345520019531"
"59467","765","765","765","367.744140625","367.744140625","367.744140625","","","","","","","","","","","","","","","","","","","","","","","",""
"59550","","","","","","","","","","","","","","","","","","","808","808","808","400.2359619140625","400.2359619140625","400.2359619140625","","","","","",""
"59564","","","","","","","823","823","823","355.3448791503906","355.3448791503906","355.3448791503906","","","","","","","","","","","","","","","","","",""
"59576","","","","","","","","","","","","","","","","","","","","","","","","","840","840","840","422.7257080078125","422.7257080078125","422.7257080078125"
"59592","","","","","","","","","","","","","755","755","755","520.180908203125","520.180908203125","520.180908203125","","","","","","","","","","","",""
"59606","766","766","766","357.55950927734375","357.55950927734375","357.55950927734375","","","","","","","","","","","","","","","","","","","","","","","",""
"59705","","","","","","","824","824","824","357.3168029785156","357.3168029785156","357.3168029785156","","","","","","","","","","","","","","","","","",""
"59708","","","","","","","","","","","","","","","","","","","809","809","809","426.5772705078125","426.5772705078125","426.5772705078125","","","","","",""
"59721","","","","","","","","","","","","","","","","","","","","","","","","","841","841","841","422.18548583984375","422.18548583984375","422.18548583984375"
"59743","","","","","","","","","","","","","756","756","756","399.9502258300781","399.9502258300781","399.9502258300781","","","","","","","","","","","",""
"59749","767","767","767","387.44976806640625","387.44976806640625","387.44976806640625","","","","","","","","","","","","","","","","","","","","","","","",""
"59832","","","","","","","825","825","825","305.2913513183594","305.2913513183594","305.2913513183594","","","","","","","","","","","","","","","","","",""
"59865","","","","","","","","","","","","","","","","","","","","","","","","","842","842","842","424.5660705566406","424.5660705566406","424.5660705566406"
"59867","","","","","","","","","","","","","","","","","","","810","810","810","424.87518310546875","424.87518310546875","424.87518310546875","","","","","",""
"59886","","","","","","","","","","","","","757","757","757","408.4075622558594","408.4075622558594","408.4075622558594","","","","","","","","","","","",""
"59890","768","768","768","370.90008544921875","370.90008544921875","370.90008544921875","","","","","","","","","","","","","","","","","","","","","","","",""
"59970","","","","","","","826","826","826","343.22216796875","343.22216796875","343.22216796875","","","","","","","","","","","","","","","","","",""
"59973","","","","","","","","","","","","","","","","","","","811","811","811","243.84933471679688","243.84933471679688","243.84933471679688","","","","","",""
"60014","","","","","","","","","","","","","","","","","","","","","","","","","843","843","843","423.0181884765625","423.0181884765625","423.0181884765625"
"60037","769","769","769","397.23193359375","397.23193359375","397.23193359375","","","","","","","","","","","","","","","","","","","","","","","",""
"60041","","","","","","","","","","","","","758","758","758","455.5100402832031","455.5100402832031","455.5100402832031","","","","","","","","","","","",""
"60102","","","","","","","827","827","827","309.0845031738281","309.0845031738281","309.0845031738281","","","","","","","","","","","","","","","","","",""
"60127","","","","","","","","","","","","","","","","","","","812","812","812","414.6497802734375","414.6497802734375","414.6497802734375","","","","","",""
"60157","","","","","","","","","","","","","","","","","","","","","","","","","844","844","844","408.4174499511719","408.4174499511719","408.4174499511719"
"60182","770","770","770","382.5298156738281","382.5298156738281","382.5298156738281","","","","","","","","","","","","","","","","","","","","","","","",""
"60187","","","","","","","","","","","","","759","759","759","403.9311218261719","403.9311218261719","403.9311218261719","","","","","","","","","","","",""
"60246","","","","","","","828","828","828","355.4758605957031","355.4758605957031","355.4758605957031","","","","","","","","","","","","","","","","","",""
"60278","","","","","","","","","","","","","","","","","","","813","813","813","423.6383056640625","423.6383056640625","423.6383056640625","","","","","",""
"60305","","","","","","","","","","","","","","","","","","","","","","","","","845","845","845","427.99224853515625","427.99224853515625","427.99224853515625"
"60327","771","771","771","382.4274597167969","382.4274597167969","382.4274597167969","","","","","","","","","","","","","","","","","","","","","","","",""
"60337","","","","","","","","","","","","","760","760","760","423.6985778808594","423.6985778808594","423.6985778808594","","","","","","","","","","","",""
"60377","","","","","","","829","829","829","316.1350402832031","316.1350402832031","316.1350402832031","","","","","","","","","","","","","","","","","",""
"60429","","","","","","","","","","","","","","","","","","","814","814","814","418.6873779296875","418.6873779296875","418.6873779296875","","","","","",""
"60450","","","","","","","","","","","","","","","","","","","","","","","","","846","846","846","424.5645446777344","424.5645446777344","424.5645446777344"
"60466","772","772","772","363.44012451171875","363.44012451171875","363.44012451171875","","","","","","","","","","","","","","","","","","","","","","","",""
"60491","","","","","","","","","","","","","761","761","761","434.2745361328125","434.2745361328125","434.2745361328125","","","","","","","","","","","",""
"60516","","","","","","","830","830","830","343.9919128417969","343.9919128417969","343.9919128417969","","","","","","","","","","","","","","","","","",""
"60577","","","","","","","","","","","","","","","","","","","815","815","815","409.04302978515625","409.04302978515625","409.04302978515625","","","","","",""
"60595","","","","","","","","","","","","","","","","","","","","","","","","","847","847","847","416.8310241699219","416.8310241699219","416.8310241699219"
"60608","773","773","773","382.10009765625","382.10009765625","382.10009765625","","","","","","","","","","","","","","","","","","","","","","","",""
"60653","","","","","","","831","831","831","334.65130615234375","334.65130615234375","334.65130615234375","","","","","","","","","","","","","","","","","",""
"60675","","","","","","","","","","","","","762","762","762","556.7388916015625","556.7388916015625","556.7388916015625","","","","","","","","","","","",""
"60718","","","","","","","","","","","","","","","","","","","816","816","816","368.4755554199219","368.4755554199219","368.4755554199219","","","","","",""
"60737","","","","","","","","","","","","","","","","","","","","","","","","","848","848","848","412.5796203613281","412.5796203613281","412.5796203613281"
"60748","774","774","774","360.3487548828125","360.3487548828125","360.3487548828125","","","","","","","","","","","","","","","","","","","","","","","",""
"60793","","","","","","","832","832","832","341.01885986328125","341.01885986328125","341.01885986328125","","","","","","","","","","","","","","","","","",""
"60869","","","","","","","","","","","","","763","763","763","569.485595703125","569.485595703125","569.485595703125","","","","","","","","","","","",""
"60887","","","","","","","","","","","","","","","","","","","","","","","","","849","849","849","424.35137939453125","424.35137939453125","424.35137939453125"
"60893","775","775","775","376.3545837402344","376.3545837402344","376.3545837402344","","","","","","","","","","","","","","","","","","","","","","","",""
"60915","","","","","","","","","","","","","","","","","","","817","817","817","608.1856689453125","608.1856689453125","608.1856689453125","","","","","",""
"60928","","","","","","","833","833","833","326.7342834472656","326.7342834472656","326.7342834472656","","","","","","","","","","","","","","","","","",""
"61029","","","","","","","","","","","","","","","","","","","","","","","","","850","850","850","404.990478515625","404.990478515625","404.990478515625"
"61035","","","","","","","","","","","","","764","764","764","476.8539123535156","476.8539123535156","476.8539123535156","","","","","","","","","","","",""
"61039","776","776","776","393.6293640136719","393.6293640136719","393.6293640136719","","","","","","","","","","","","","","","","","","","","","","","",""
"61061","","","","","","","","","","","","","","","","","","","818","818","818","399.8509521484375","399.8509521484375","399.8509521484375","","","","","",""
"61070","","","","","","","834","834","834","349.44378662109375","349.44378662109375","349.44378662109375","","","","","","","","","","","","","","","","","",""
"61173","","","","","","","","","","","","","","","","","","","","","","","","","851","851","851","407.30303955078125","407.30303955078125","407.30303955078125"
"61179","","","","","","","","","","","","","765","765","765","385.4327392578125","385.4327392578125","385.4327392578125","","","","","","","","","","","",""
"61186","777","777","777","383.5625","383.5625","383.5625","","","","","","","","","","","","","","","","","","","","","","","",""
"61209","","","","","","","835","835","835","339.7467041015625","339.7467041015625","339.7467041015625","","","","","","","","","","","","","","","","","",""
"61250","","","","","","","","","","","","","","","","","","","819","819","819","556.7398681640625","556.7398681640625","556.7398681640625","","","","","",""
"61320","","","","","","","","","","","","","","","","","","","","","","","","","852","852","852","421.92803955078125","421.92803955078125","421.92803955078125"
"61328","","","","","","","","","","","","","766","766","766","415.1879577636719","415.1879577636719","415.1879577636719","","","","","","","","","","","",""
"61331","778","778","778","381.8508605957031","381.8508605957031","381.8508605957031","","","","","","","","","","","","","","","","","","","","","","","",""
"61346","","","","","","","836","836","836","342.03106689453125","342.03106689453125","342.03106689453125","","","","","","","","","","","","","","","","","",""
"61397","","","","","","","","","","","","","","","","","","","820","820","820","408.6593933105469","408.6593933105469","408.6593933105469","","","","","",""
"61467","","","","","","","","","","","","","","","","","","","","","","","","","854","854","854","427.38702392578125","427.38702392578125","427.38702392578125"
"61478","780","780","780","393.8730163574219","393.8730163574219","393.8730163574219","","","","","","","","","","","","","","","","","","","","","","","",""
"61479","","","","","","","","","","","","","768","768","768","402.11083984375","402.11083984375","402.11083984375","","","","","","","","","","","",""
"61482","","","","","","","838","838","838","332.3107604980469","332.3107604980469","332.3107604980469","","","","","","","","","","","","","","","","","",""
"61549","","","","","","","","","","","","","","","","","","","822","822","822","425.5587158203125","425.5587158203125","425.5587158203125","","","","","",""
"61611","","","","","","","","","","","","","","","","","","","","","","","","","855","855","855","409.652099609375","409.652099609375","409.652099609375"
"61618","","","","","","","839","839","839","325.2573547363281","325.2573547363281","325.2573547363281","","","","","","","","","","","","","","","","","",""
"61625","781","781","781","402.19244384765625","402.19244384765625","402.19244384765625","","","","","","","","","","","","","","","","","","","","","","","",""
"61632","","","","","","","","","","","","","769","769","769","438.0810852050781","438.0810852050781","438.0810852050781","","","","","","","","","","","",""
"61698","","","","","","","","","","","","","","","","","","","823","823","823","399.8059387207031","399.8059387207031","399.8059387207031","","","","","",""
"61753","","","","","","","","","","","","","","","","","","","","","","","","","856","856","856","416.634765625","416.634765625","416.634765625"
"61756","","","","","","","840","840","840","342.54296875","342.54296875","342.54296875","","","","","","","","","","","","","","","","","",""
"61762","782","782","782","364.4431457519531","364.4431457519531","364.4431457519531","","","","","","","","","","","","","","","","","","","","","","","",""
"61785","","","","","","","","","","","","","770","770","770","430.7856140136719","430.7856140136719","430.7856140136719","","","","","","","","","","","",""
"61846","","","","","","","","","","","","","","","","","","","824","824","824","405.1906433105469","405.1906433105469","405.1906433105469","","","","","",""
"61897","","","","","","","","","","","","","","","","","","","","","","","","","857","857","857","405.818359375","405.818359375","405.818359375"
"61900","","","","","","","841","841","841","364.1536560058594","364.1536560058594","364.1536560058594","","","","","","","","","","","","","","","","","",""
"61906","783","783","783","396.37103271484375","396.37103271484375","396.37103271484375","","","","","","","","","","","","","","","","","","","","","","","",""
"61934","","","","","","","","","","","","","771","771","771","424.76513671875","424.76513671875","424.76513671875","","","","","","","","","","","",""
"62000","","","","","","","","","","","","","","","","","","","825","825","825","413.98016357421875","413.98016357421875","413.98016357421875","","","","","",""
"62036","","","","","","","842","842","842","331.1456298828125","331.1456298828125","331.1456298828125","","","","","","","","","","","","","","","","","",""
"62042","","","","","","","","","","","","","","","","","","","","","","","","","858","858","858","413.30352783203125","413.30352783203125","413.30352783203125"
"62056","784","784","784","396.2837219238281","396.2837219238281","396.2837219238281","","","","","","","","","","","","","","","","","","","","","","","",""
"62115","","","","","","","","","","","","","772","772","772","516.94775390625","516.94775390625","516.94775390625","","","","","","","","","","","",""
"62152","","","","","","","","","","","","","","","","","","","826","826","826","418.7886047363281","418.7886047363281","418.7886047363281","","","","","",""
"62167","","","","","","","843","843","843","322.739990234375","322.739990234375","322.739990234375","","","","","","","","","","","","","","","","","",""
"62185","","","","","","","","","","","","","","","","","","","","","","","","","859","859","859","409.63323974609375","409.63323974609375","409.63323974609375"
"62201","785","785","785","389.197021484375","389.197021484375","389.197021484375","","","","","","","","","","","","","","","","","","","","","","","",""
"62266","","","","","","","","","","","","","773","773","773","424.80670166015625","424.80670166015625","424.80670166015625","","","","","","","","","","","",""
"62302","","","","","","","844","844","844","349.3193359375","349.3193359375","349.3193359375","","","","","","","","","","","","","","","","","",""
"62303","","","","","","","","","","","","","","","","","","","827","827","827","418.4960632324219","418.4960632324219","418.4960632324219","","","","","",""
"62334","","","","","","","","","","","","","","","","","","","","","","","","","860","860","860","433.333251953125","433.333251953125","433.333251953125"
"62348","786","786","786","402.2098693847656","402.2098693847656","402.2098693847656","","","","","","","","","","","","","","","","","","","","","","","",""
"62420","","","","","","","","","","","","","774","774","774","418.4292907714844","418.4292907714844","418.4292907714844","","","","","","","","","","","",""
"62437","","","","","","","845","845","845","333.4725036621094","333.4725036621094","333.4725036621094","","","","","","","","","","","","","","","","","",""
"62456","","","","","","","","","","","","","","","","","","","828","828","828","420.6740417480469","420.6740417480469","420.6740417480469","","","","","",""
"62481","","","","","","","","","","","","","","","","","","","","","","","","","861","861","861","424.3699951171875","424.3699951171875","424.3699951171875"
"62500","787","787","787","399.5664978027344","399.5664978027344","399.5664978027344","","","","","","","","","","","","","","","","","","","","","","","",""
"62577","","","","","","","846","846","846","328.9612731933594","328.9612731933594","328.9612731933594","","","","","","","","","","","","","","","","","",""
"62602","","","","","","","","","","","","","775","775","775","523.91748046875","523.91748046875","523.91748046875","","","","","","","","","","","",""
"62610","","","","","","","","","","","","","","","","","","","829","829","829","413.05096435546875","413.05096435546875","413.05096435546875","","","","","",""
"62627","","","","","","","","","","","","","","","","","","","","","","","","","862","862","862","414.9425354003906","414.9425354003906","414.9425354003906"
"62650","788","788","788","401.83514404296875","401.83514404296875","401.83514404296875","","","","","","","","","","","","","","","","","","","","","","","",""
"62716","","","","","","","847","847","847","347.03485107421875","347.03485107421875","347.03485107421875","","","","","","","","","","","","","","","","","",""
"62768","","","","","","","","","","","","","776","776","776","476.5499572753906","476.5499572753906","476.5499572753906","","","","","","","","","","","",""
"62771","","","","","","","","","","","","","","","","","","","","","","","","","863","863","863","417.38336181640625","417.38336181640625","417.38336181640625"
"62793","789","789","789","379.44232177734375","379.44232177734375","379.44232177734375","","","","","","","","","","","","","","","","","","","","","","","",""
"62801","","","","","","","","","","","","","","","","","","","830","830","830","534.72607421875","534.72607421875","534.72607421875","","","","","",""
"62855","","","","","","","848","848","848","358.616455078125","358.616455078125","358.616455078125","","","","","","","","","","","","","","","","","",""
"62917","","","","","","","","","","","","","","","","","","","","","","","","","864","864","864","420.9424743652344","420.9424743652344","420.9424743652344"
"62936","790","790","790","384.84619140625","384.84619140625","384.84619140625","","","","","","","","","","","","","","","","","","","","","","","",""
"62943","","","","","","","","","","","","","777","777","777","491.8411560058594","491.8411560058594","491.8411560058594","","","","","","","","","","","",""
"62954","","","","","","","","","","","","","","","","","","","831","831","831","432.1742248535156","432.1742248535156","432.1742248535156","","","","","",""
